Field Office,Sub-Office,Jail or Prison Type,Juvenile Facility,Jail or Prison Name,Jail or Prison City,County,State,Jurisdiction,2015 Detainer/Notification Acceptance Status,2015 ICE Comments,2017 ICE Comments,ILRC Analysis,No 287(g),No ICE Detention Contract,No ICE holds,No ICE alerts,Limits on ICE interrogations in jail,Prohibition on asking about immigration status,General prohibition on assistance to ICE,ILRC Total,ILRC Comments,Title of Policy,LINK,GEOID - FIPS
CHI,RI,County/City,NO,Ogle County Jail - IL,OREGON,Ogle,IL,Ogle County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17141
CHI,RI,County/City,NO,Peoria County Jail - IL,PEORIA,Peoria,IL,Peoria County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17143
CHI,CHI,County/City,NO,Perry County Jail - IL,Pickneyville,Perry,IL,Perry County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17145
CHI,CHI,County/City,NO,Piatt County Jail - IL,Monticello,Piatt,IL,Piatt County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17147
CHI,CHI,County/City,NO,Pike County Jail - IL,Pittsfield,Pike,IL,Pike County Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17149
CHI,CHI,County/City,NO,Pope County Jail - IL,Golganda,Pope,IL,Pope County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17151
CHI,CHI,County/City,NO,Pulaski County Jail - IL,Mound City,Pulaski,IL,Pulaski County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,0,1,0,0,0,0,2,IL Trust Act 2017,,,17153
CHI,RI,County/City,NO,Putnam County Jail - IL,HENNEPIN,Putnam,IL,Putnam County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17155
CHI,CHI,County/City,NO,Randolph County Jail - IL,Chester,Randolph,IL,Randolph County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17157
CHI,CHI,County/City,NO,Richland County Jail - IL,Olney,Richland County,IL,Richland County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17159
CHI,RI,County/City,NO,Rock Island County Jail - IL,ROCK ISLAND,Rock Island,IL,Rock Island County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,0,1,0,0,0,0,2,IL Trust Act 2017,,,17161
CHI,CHI,County/City,NO,Saline County Jail - IL,Harrisburg,Saline,IL,Saline County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17165
CHI,CHI,County/City,NO,Sangamon County Jail - IL,Springfield,Sangamon,IL,Sangamon County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,0,1,0,0,0,0,2,IL Trust Act 2017,,,17167
CHI,RI,County/City,NO,Schuyler County Jail - IL,RUSHVILLE,Schuyler,IL,Schuyler County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17169
CHI,CHI,County/City,NO,Scott County - IL,Winchester,Scott,IL,Scott County Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17171
CHI,CHI,County/City,NO,Shelby County Jail - IL,Shelbyville,Shelby,IL,,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17173
CHI,STL,County/City,NO,Saint Clair County Jail - IL,Belleville,St. Clair,IL,St. Clair County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17163
CHI,RI,County/CityN,NO,Stark County Jail - IL,Toulon,Stark,IL,Stark County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17175
CHI,RI,County/City,NO,Stephenson County Jail - IL,FREEPORT,Stephenson,IL,Stephenson County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17177
CHI,CHI,County/City,NO,Tazewell County Jail - IL,PEKIN,Tazewell,IL,Tazewell County Sheriffs Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17179
CHI,CHI,County/City,NO,Union County - IL,Jonesboro,Union,IL,Union County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17181
CHI,CHI,County/City,NO,Vermilion County Jail - IL,Danville,Vermilion,IL,Vermilion County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17183
DAL,CHI,County/City,NO,Wabash County Jail - IL,Mt. Carmel,Wabash County,IL,Wabash County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17185
CHI,RI,County/City,NO,Warren County Jail - IL,Monmouth,Warren,IL,Warren County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17187
CHI,STL,County/City,NO,Washington County Jail - IL,Nashville,Washington,IL,Washington County Sheriff,5: Willing to accept (I-247D) Detainers but not (I-247N) Notifications,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17189
CHI,CHI,County/City,NO,Wayne County Jail - IL,Fairfield,Wayne County,IL,Wayne County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17191
CHI,CHI,County/City,NO,White County Jail - IL,Carmi,White County,IL,White County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17193
CHI,RI,County/City,NO,Whiteside County Jail - IL,MORRISON,Whiteside,IL,Whiteside County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17195
CHI,CHI,County/City,NO,Will County Jail - IL,Joliet,Will,IL,Will County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17197
CHI,CHI,County/City,NO,Williamson County Jail - IL,Marion,Williamson,IL,,,,,,1,1,1,0,0,0,0,3,IL Trust Act 2023,,,17199
CHI,CHI,County/City,NO,Winnebago County Jail - IL,Rockford,Winnebago,IL,Winnebago County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17201
CHI,CHI,County/City,NO,Woodford County Jail - IL,Eureka,Woodford,IL,Woodford Sheriff Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17203
CHI,CHI,County/City,NO,Bond County Jail - IL,Greenville,Bond,IL,Bond County Sheriff,,,,,1,1,1,0,0,0,0,3,IL Trust Act 2017,,,17005
CHI,CHI,County/City,NO,Gallatin County Jail - IL,Shawneetown,Gallatin,IL,Gallatin County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,"No jail, Uses adjacent county jails to house",,1,1,1,0,0,0,0,8,IL Trust Act 2017,,,17059
CHI,CHI,County/City,NO,Johnson County - IL,Vienna,Johnson,IL,Johnson County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,No Jail in this county; uses adjacent counties jail,,1,1,1,0,0,0,0,8,IL Trust Act 2017,,,17087
CHI,INP,County/City,NO,Adams - IN,Decatur,Adams,IN,,,,,,1,1,0,0,0,0,0,2,,,,18001
CHI,INP,County/City,NO,Allen - IN,Fort Wayne,Allen,IN,Allen County Sheriff's Office (Jail),4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18003
CHI,INP,County/City,NO,Bartholomew - IN,Columbus,Bartholomew,IN,Bartholomew County Sheriff's Office (Jail),4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18005
CHI,INP,County/City,NO,Benton - IN,Fowler,Benton,IN,,,,,,1,1,0,0,0,0,0,2,,,,18007
CHI,INP,County/City,NO,Blackford - IN,Hartford,Blackford,IN,,,,,,1,1,0,0,0,0,0,2,,,,18009
CHI,INP,County/City,NO,Boone - IN,Lebanon,Boone,IN,Boone County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18011
CHI,INP,County/City,NO,Brown - IN,Nashville,Brown,IN,Brown County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18013
CHI,INP,County/City,NO,Carroll - IN,Delphi,Carroll,IN,Carroll County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18015
CHI,INP,County/City,NO,Cass - IN,Logansport,Cass,IN,Cass County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18017
CHI,LOU,County/City,NO,Clark - IN,JEFFERSONVILLE,Clark,IN,Clark County Sheriffs office (Jail),4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18019
CHI,INP,County/City,NO,Clay - IN,BRAZIL,Clay,IN,Clay County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Over 72 hour ICE IGSA facility,,,1,0,0,0,0,0,0,1,IGSA,,,18021
CHI,INP,County/City,NO,Clinton - IN,FRANKFORT,Clinton,IN,Clinton County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18023
CHI,INP,County/City,NO,Crawford - IN,ENGLISH,Crawford,IN,Crawford County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18025
CHI,INP,County/City,NO,Daviess - IN,WASHINGTON,Daviess,IN,Daviess County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18027
CHI,INP,County/City,NO,Dearborn - IN,LAWRENCEBURG,DEARBORN,IN,,,,,,1,1,0,0,0,0,0,2,,,,18029
CHI,INP,County/City,NO,Decatur - IN,GREENSBURG,Decatur,IN,Decatur County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18031
CHI,INP,County/City,NO,DeKalb - IN,AUBURN,DeKalb,IN,DeKalb County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18033
CHI,INP,County/City,NO,Delaware - IN,MUNCIE,Delaware,IN,Delaware County Jail,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18035
CHI,INP,County/City,NO,Dubois - IN,JASPER,Dubois,IN,Dubois County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18037
CHI,INP,County/City,NO,Elkhart - IN,GOSHEN,Elkhart,IN,Elkhart County Sheriff's Office (Jail),4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18039
CHI,INP,County/City,NO,Fayette - IN,CONNERSVILLE,FAYETTE,IN,,,,,,1,1,0,0,0,0,0,2,,,,18041
CHI,LOU,County/City,NO,Floyd - IN,NEW ALBANY,Floyd,IN,Floyd County Sheriffs Office (Jail),4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18043
CHI,INP,County/City,NO,Fountain - IN,COVINGTON,Fountain,IN,Fountain County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18045
CHI,INP,County/City,NO,Franklin - IN,BROOKVILLE,Franklin,IN,Franklin County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18047
CHI,INP,County/City,NO,Fulton - IN,ROCHESTER,Fulton,IN,Fulton County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18049
CHI,INP,County/City,NO,Gibson County Jail - IN,PRINCETON,Gibson,IN,Gibson County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18051
CHI,INP,County/City,NO,Grant - IN,MARION,Grant,IN,Grant County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18053
CHI,INP,County/City,NO,Greene - IN,BLOOMFIELD,Greene,IN,Greene County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18055
CHI,INP,County/City,NO,Hamilton - IN,NOBLESVILLE,Hamilton,IN,Hamilton County Sheriff,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18057
CHI,INP,County/City,NO,Hancock - IN,GREENFIELD,Hancock,IN,Hancock County Sheiff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18059
CHI,LOU,County/City,NO,Harrison - IN,CORYDON,Harrison,IN,Harrison County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18061
CHI,INP,County/City,NO,Hendricks - IN,DANVILLE,Hendricks,IN,Hendricks County Sheriff's,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18063
CHI,INP,County/City,NO,Henry - IN,NEW CASTLE,HENRY,IN,,,,,,1,1,0,0,,0,0,2,,,,18065
CHI,INP,County/City,NO,Howard - IN,KOKOMO,Howard,IN,Howard County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18067
CHI,INP,County/City,NO,Huntington - IN,HUNTINGTON,Huntington,IN,Huntington County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18069
CHI,INP,County/City,NO,Jackson - IN,BROWNSTOWN,Jackson,IN,,,,,,1,1,0,0,0,0,0,2,,,,18071
CHI,INP,County/City,NO,Jasper - IN,Rensselaer,Jasper,IN,,,,,,1,1,0,0,0,0,0,2,,,,18073
CHI,INP,County/City,NO,Jay - IN,PORTLAND,JAY,IN,,,,,,1,1,0,0,0,0,0,2,,,,18075
CHI,INP,County/City,NO,Jefferson - IN,MADISON,Jefferson,IN,Jefferson County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18077
CHI,INP,County/City,NO,Jennings - IN,NORTH VERNON,Jennings,IN,Jennings County Sheriff's Office (Jail),4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18079
CHI,INP,County/City,NO,Johnson - IN,FRANKLIN,Johnson,IN,Johnson County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18081
CHI,INP,County/City,NO,Knox - IN,VINCENNES,Knox,IN,Knox County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18083
CHI,INP,County/City,NO,Kosciusko - IN,Warsaw,Kosciusko,IN,Kosciusko County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18085
CHI,INP,County/City,NO,LaGranage - IN,Lagrange,LaGrange,IN,LaGrange County Jail,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18087
CHI,CHI,County/City,NO,Lake - IN,Crown Point,Lake,IN,Lake County Sheriff,"2: Considering, but (currently) not willing to accept (I-247N) Notifications and/or (I-247D) Detainers",Have call-in to Lake County Sheriff to schedule meeting,,,1,1,1,1,0,0,0,4,,,,18089
CHI,INP,County/City,NO,LaPorte - IN,Laporte,Laporte,IN,,,,,,1,1,0,0,0,0,0,2,,,,18091
CHI,INP,County/City,NO,Lawrence - IN,Bedford,Lawrence,IN,,,,,,1,1,0,0,0,0,0,2,,,,18093
CHI,INP,County/City,NO,Madison - IN,Anderson,Madison,IN,,,,,,1,1,0,0,0,0,0,2,,,,18095
CHI,INP,County/City,NO,Marion County Community Correctional Center - IN,Indianapolis,Marion,IN,Marion County Sheriff's Office (Jail),4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,ICE under 72hr IGSA,,,1,0,1,0,0,0,0,2,IGSA; July 2017 settlement to end ICE detainers,,,18097
CHI,INP,County/City,NO,Marshall - IN,Plymouth,Marshall,IN,Marshall County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18099
CHI,INP,County/City,NO,Martin - IN,Shoals,Martin,IN,Martin County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18101
CHI,INP,County/City,NO,Miami - IN,Peru,Miami,IN,Miami County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18103
CHI,INP,County/City,NO,Monroe - IN,Bloomington,Monroe,IN,Monroe County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18105
CHI,INP,County/City,NO,Montgomery - IN,Crawfordsville,Montgomery,IN,Montgomery County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18107
CHI,INP,County/City,NO,Morgan - IN,Martinsville,Morgan,IN,Morgan County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18109
CHI,INP,County/City,NO,Newton - IN,Kentland,Newton,IN,Newton County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18111
CHI,INP,County/City,NO,Noble - IN,Albion,Noble,IN,Noble County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18113
CHI,INP,County/City,NO,Ohio - IN,Rising Sun,Ohio,IN,,,,,,1,1,0,0,0,0,0,2,,,,18115
CHI,INP,County/City,NO,Orange - IN,Paoli,Orange,IN,Orange County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18117
CHI,INP,County/City,NO,Owen - IN,Spencer,Owen,IN,Owen County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18119
CHI,INP,County/City,NO,Parke - IN,Rockville,Parke,IN,,,,,,1,1,0,0,0,0,0,2,,,,18121
CHI,INP,County/City,NO,Perry - IN,Cannelton,Perry,IN,Perry County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18123
CHI,INP,County/City,NO,Pike - IN,PETERSBURG,Pike,IN,Pike County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18125
CHI,CHI,County/City,NO,Porter - IN,Valparaiso,Porter,IN,Porter County Sheriff,"2: Considering, but (currently) not willing to accept (I-247N) Notifications and/or (I-247D) Detainers",Have call-in to Porter County Sheriff to schedule meeting,,,1,1,1,0,0,0,0,3,,,,18127
CHI,INP,County/City,NO,Pulaski - IN,Winamoac,Pulaski,IN,,,,,,1,1,0,0,0,0,0,2,,,,18131
CHI,INP,County/City,NO,Putnam - IN,GREEN CASTLE,Putnam,IN,,,,,,1,1,0,0,0,0,0,2,,,,18133
CHI,INP,County/City,NO,Randolph - IN,Winchester,RANDOLPH,IN,,,,,,1,1,0,0,0,0,0,2,,,,18135
CHI,INP,County/City,NO,Ripley - IN,Versailles,Ripley,IN,Ripley County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18137
CHI,INP,County/City,NO,Posey - IN,Mt. Vernon,Posey,IN,Posey County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18129
CHI,INP,County/City,NO,Rush - IN,Rushville,Rush,IN,Rush County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18139
CHI,INP,County/City,NO,Scott - IN,Scottsburg,Scott,IN,Scott County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18143
CHI,INP,County/City,NO,Shelby - IN,Shelbyville,Shelby,IN,Shelby County Sheriff's Department,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,18145
